ID,data_field,Data Set,data_structure,Data Type,Length
4075,DAT_REGREL,SCI_ALNI 2015-09-21,SI_ALNI_PEDT008,,0
5294,DAT_REGREL,SCI_ALPO 2015-09-21,SI_ALPO_PEDT008,,0
6158,DAT_REGREL,SCI_ALUK 2015-09-21,SI_ALUK_PEDT008,,0
4026,DAT_RESCHG,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5245,DAT_RESCHG,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6113,DAT_RESCHG,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
3953,DAT_RTV,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5172,DAT_RTV,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6043,DAT_RTV,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
5173,DAT_SNR,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
3954,DAT_SNR,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
6044,DAT_SNR,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
3955,DAT_STATUS,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5174,DAT_STATUS,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6045,DAT_STATUS,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
18963,Data Scenario Type Cd,CAL170830 Logical Name,Account Liquidity Cash Flow Fact,VARCHAR,30
19832,Data Scenario Type Cd,Access Layer,Account Liquidity Cash Flow Fact,VARCHAR,30
17012,DATA_QUAL_CD,IDL20170908,PRTY_X_LOCTR,VARCHAR,50
29344,DATA_QUAL_CD,IDL20180116,PRTY_X_LOCTR,VARCHAR,50
15106,DATA_SCNRO_TYP_CD,IDL20170908,ACNT_LQDY_CSH_FLW,VARCHAR,30
16494,DATA_SCNRO_TYP_CD,IDL20170908,OPRT_CSH_FLW_EV,VARCHAR,30
16033,DATA_SCNRO_TYP_CD,IDL20170908,FIN_AGMT_EV,VARCHAR,30
16434,DATA_SCNRO_TYP_CD,IDL20170908,NON_FIN_AGMT_EV,VARCHAR,30
27667,DATA_SCNRO_TYP_CD,IDL20180116,ACNT_LQDY_CSH_FLW,VARCHAR,30
28579,DATA_SCNRO_TYP_CD,IDL20180116,FIN_AGMT_EV,VARCHAR,30
28980,DATA_SCNRO_TYP_CD,IDL20180116,NON_FIN_AGMT_EV,VARCHAR,30
29040,DATA_SCNRO_TYP_CD,IDL20180116,OPRT_CSH_FLW_EV,VARCHAR,30
16148,DATA_SRC_TYP_CD,IDL20170908,GEO_ECON_MEAS,VARCHAR,50
15250,DATA_SRC_TYP_CD,IDL20170908,AGMT_GRP,VARCHAR,50
27797,DATA_SRC_TYP_CD,IDL20180116,AGMT_GRP,VARCHAR,50
28644,DATA_SRC_TYP_CD,IDL20180116,GEO_ECON_MEAS,VARCHAR,50
13975,DATATYPE_CLT_ID,SCI_STML 2015-09-16,SI_STML_SOURCE_SYSTEMS,,0
13056,DATE_BOOKED,SCI_MANU 2016-04-11,SI_MANU_CALL_PUT_DEPO_DTLS,,0
9153,DATE_CANCLD,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
9181,DATE_CANCLD_IND,SCI_BKKG 2015-07-10 V2,SI_BKKG_INSTRUCTIONS_ACCOUNT,,0
10683,DATE_CHECKED,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19471,DATE_CHECKED,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
10684,DATE_CLOSED,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19472,DATE_CLOSED,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
19561,DATE_CREATED,SCI_TRML 2015-07-10 V3,SI_CLML_PARTICIPANTS,,0
10824,DATE_CREATED,SCI_CLML 2015-03-18,SI_CLML_PARTICIPANTS,,0
9154,DATE_CRTD,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
13183,Date_filed,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13184,Date_Incorp,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
10685,DATE_INPUT,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19473,DATE_INPUT,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
9155,DATE_LST_AMND,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
11000,DATE_OF_BIRTH,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11045,DATE_OF_BIRTH,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11156,DATE_OF_BIRTH,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
19518,DATE_OF_BIRTH,SCI_TRML 2015-07-10 V3,SI_CLML_INDIVIDUALS,,0
10959,DATE_OF_BIRTH,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
10754,DATE_OF_BIRTH,SCI_CLML 2015-03-18,SI_CLML_INDIVIDUALS,,0
11090,DATE_OF_BIRTH,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10794,DATE_OF_INCORPORATION,SCI_CLML 2015-03-18,SI_CLML_INSTITUTIONS,,0
19539,DATE_OF_INCORPORATION,SCI_TRML 2015-07-10 V3,SI_CLML_INSTITUTIONS,,0
10736,DATE_OF_RECEIPT,SCI_CLML 2015-03-18,SI_CLML_DOCUMENTS,,0
19616,DATE_OF_RECEIPT,SCI_TRML 2015-07-10 V3,SI_CLML_DOCUMENTS,,0
9156,DATE_PREV_AMND,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
6138,DATE_STP,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
5175,DATE_STP,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
3956,DATE_STP,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
4076,DATE_STP,SCI_ALNI 2015-09-21,SI_ALNI_PEDT008,,0
4055,DATE_STP,SCI_ALNI 2015-09-21,SI_ALNI_PEDT003,,0
4027,DATE_STP,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5246,DATE_STP,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6046,DATE_STP,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
6114,DATE_STP,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
5295,DATE_STP,SCI_ALPO 2015-09-21,SI_ALPO_PEDT008,,0
5274,DATE_STP,SCI_ALPO 2015-09-21,SI_ALPO_PEDT003,,0
6159,DATE_STP,SCI_ALUK 2015-09-21,SI_ALUK_PEDT008,,0
10686,DATE_UPDATED,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19474,DATE_UPDATED,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
13601,DATEFROM,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
13602,DATETO,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
13603,DATUM,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
18228,Day Date,CAL170830 Logical Name,Day Dimension,DATE,0
20794,Day Date,Access Layer,Day Dimension,DATE,0
18287,Day Number In Month,CAL170830 Logical Name,Day Dimension,INTEGER,0
23131,Day Number In Month,Access Layer,TRP Liquidity Deposits Rolling 13 Month,INTEGER,0
20795,Day Number In Month,Access Layer,Day Dimension,INTEGER,0
18256,Day Number In Quarter,CAL170830 Logical Name,Day Dimension,INTEGER,0
20796,Day Number In Quarter,Access Layer,Day Dimension,INTEGER,0
18235,Day Number In Week,CAL170830 Logical Name,Day Dimension,INTEGER,0
20797,Day Number In Week,Access Layer,Day Dimension,INTEGER,0
18244,Day Number In Year,CAL170830 Logical Name,Day Dimension,INTEGER,0
20798,Day Number In Year,Access Layer,Day Dimension,INTEGER,0
13218,DAY_1_EURO,SCI_MANU 2016-04-11,SI_MANU_TRADE_LIST,,0
13960,DAY_COUNT,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
5176,DAY_STATE_SYNC,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
3957,DAY_STATE_SYNC,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
6047,DAY_STATE_SYNC,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
13946,DAYS,SCI_STML 2015-09-16,SI_STML_SD_CURVE_DETAILS,,0
17663,Days Until Credit Interest Payment Count,CAL170830 Logical Name,Account Liquidity Deposit Daily Fact,INTEGER,0
19883,Days Until Credit Interest Payment Count,Access Layer,Account Liquidity Deposit Daily Fact,INTEGER,0
17673,Days Until Debit Interest Payment Count,CAL170830 Logical Name,Account Liquidity Deposit Daily Fact,INTEGER,0
19884,Days Until Debit Interest Payment Count,Access Layer,Account Liquidity Deposit Daily Fact,INTEGER,0
13128,DAYS_181,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
13129,DAYS_30,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
13130,DAYS_365,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
13131,DAYS_730,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
13132,DAYS_8,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
13133,DAYS_90,SCI_MANU 2016-04-11,SI_MANU_CUSTOMER_STICKINESS,,0
14017,DBACNO,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14018,DBBALM,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14019,DBBER1,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14020,DBBER2,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14021,DBBOOK,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14022,DBBPRD,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14023,DBBRER,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14024,DBCBIN,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14025,DBCRTS,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14026,DBFSRC,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14027,DBRAT1,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14028,DBRAT2,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14029,DBRER1,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14030,DBRER2,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14031,DBSAM1,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
14032,DBSAM2,SCI_TRBK 2015-09-16,SI_TRBK_DBMAST,,0
16583,DEAD_UOM_CD_LOG_ONLY,IDL20170908,PROD_METRIC,VARCHAR,50
29466,DEAD_UOM_CD_LOG_ONLY,IDL20180116,PROD_METRIC,VARCHAR,50
13868,DEALING_CUTOFF_TIME,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
11157,DEATH_DT,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
22993,Debit Credit Balance Code,Access Layer,TDS Treasury Balance Rolling 3 Year,VARCHAR,50
17768,Debit Day Count Convention Code,CAL170830 Logical Name,Account General Dimension,VARCHAR,50
19742,Debit Day Count Convention Code,Access Layer,Account General Dimension,VARCHAR,50
22742,Debit Day Count Convention Code,Access Layer,TDS LCR Latest Day,VARCHAR,50
22368,Debit Day Count Convention Code,Access Layer,TDS Cash Flow Latest Day,VARCHAR,50
17642,Debit Interest Accrual Amount,CAL170830 Logical Name,Account General Daily Fact,DECIMAL,23
19691,Debit Interest Accrual Amount,Access Layer,Account General Daily Fact,DECIMAL,23
22533,Debit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22657,Debit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22534,Debit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22658,Debit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22535,Debit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22659,Debit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22536,Debit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22660,Debit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
18816,Debit Interest Bearing Indicator,CAL170830 Logical Name,Product Dimension,CHAR,3
21898,Debit Interest Bearing Indicator,Access Layer,Product Dimension,CHAR,3
22537,Debit Interest Bearing Indicator,Access Layer,TDS Deposits Latest Day,CHAR,3
22890,Debit Interest Bearing Indicator,Access Layer,TDS NSFR Latest Day,CHAR,3
22950,Debit Interest Bearing Indicator,Access Layer,TDS NSFR Rolling 65 Day,CHAR,3
22743,Debit Interest Bearing Indicator,Access Layer,TDS LCR Latest Day,CHAR,3
22816,Debit Interest Bearing Indicator,Access Layer,TDS LCR Rolling 65 Day,CHAR,3
22435,Debit Interest Bearing Indicator,Access Layer,TDS Cash Flow Rolling 65 Day,CHAR,3
22369,Debit Interest Bearing Indicator,Access Layer,TDS Cash Flow Latest Day,CHAR,3
17740,Debit Interest Payment Frequency Count,CAL170830 Logical Name,Account General Dimension,INTEGER,0
19743,Debit Interest Payment Frequency Count,Access Layer,Account General Dimension,INTEGER,0
22538,Debit Interest Payment Frequency Count,Access Layer,TDS Deposits Latest Day,INTEGER,0
22891,Debit Interest Payment Frequency Count,Access Layer,TDS NSFR Latest Day,INTEGER,0
22744,Debit Interest Payment Frequency Count,Access Layer,TDS LCR Latest Day,INTEGER,0
22370,Debit Interest Payment Frequency Count,Access Layer,TDS Cash Flow Latest Day,INTEGER,0
17750,Debit Interest Payment Frequency Identifier,CAL170830 Logical Name,Account General Dimension,INTEGER,0
19744,Debit Interest Payment Frequency Identifier,Access Layer,Account General Dimension,INTEGER,0
17616,Debit Interest Rate,CAL170830 Logical Name,Account General Daily Fact,DECIMAL,27
19692,Debit Interest Rate,Access Layer,Account General Daily Fact,DECIMAL,27
17749,Debit Interest Rate Type Identifier,CAL170830 Logical Name,Account General Dimension,INTEGER,0
19745,Debit Interest Rate Type Identifier,Access Layer,Account General Dimension,INTEGER,0
13869,DECIMAL_PLACES,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
10417,DECLINED_IND,SCI_CISS 2015-03-18,SI_CISS_MASTER_CLIENT,,0
14946,DECOMPOUNDING,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14873,DECOMPOUNDING,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14947,DECOMPOUNDING_FREQ,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14874,DECOMPOUNDING_FREQ,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14948,DECOMPOUNDING_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14875,DECOMPOUNDING_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
10418,DEMOG_CDE,SCI_CISS 2015-03-18,SI_CISS_MASTER_CLIENT,,0
16079,DEP_STCKNS_PCT,IDL20170908,FRLIQ_DEP_STCKNS_FCTR,DECIMAL,27
28626,DEP_STCKNS_PCT,IDL20180116,FRLIQ_DEP_STCKNS_FCTR,DECIMAL,27
17674,Deposit Access Notice Day Count,CAL170830 Logical Name,Account Liquidity Deposit Daily Fact,INTEGER,0
19885,Deposit Access Notice Day Count,Access Layer,Account Liquidity Deposit Daily Fact,INTEGER,0
18062,Deposit Guaranteed Account Holder Portion Amount,CAL170830 Logical Name,Account General x Customer Relationship Fact,DECIMAL,23
19802,Deposit Guaranteed Account Holder Portion Amount,Access Layer,Account General x Customer Relationship Fact,DECIMAL,23
23206,Deposit Guaranteed Account Holder Portion Amount GRC EUR,Access Layer,TRP Top 200 Customers Rolling 30 Day,DECIMAL,23
17254,Deposit Notice Given Indicator,CAL170830 Logical Name,Account Liquidity Deposit Dimension,CHAR,3
19924,Deposit Notice Given Indicator,Access Layer,Account Liquidity Deposit Dimension,CHAR,3
22371,Deposit Notice Given Indicator,Access Layer,TDS Cash Flow Latest Day,CHAR,3
22436,Deposit Notice Given Indicator,Access Layer,TDS Cash Flow Rolling 65 Day,CHAR,3
18881,Deposit Stickiness Percent,CAL170830 Logical Name,FRLIQ Deposit Stickiness Factor Fact,DECIMAL,27
21047,Deposit Stickiness Percent,Access Layer,FRLIQ Deposit Stickiness Factor Fact,DECIMAL,27
15017,DEPOSIT_BACKED_FLAG,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
13464,DEPOSIT_HOLDER_BAL_EURO,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
13465,DEPOSIT_HOLDER_BAL_SPLIT,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10877,DEPOSIT_HOLDER_BALANCE_EURO,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
10878,DEPOSIT_HOLDER_BALANCE_SPLIT,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13466,DEPOSIT_HOLDER_IND,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10879,DEPOSIT_HOLDER_INDICATOR,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13467,DEPOSIT_HOLDER_TOT,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10880,DEPOSIT_HOLDER_TOTAL,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
10881,DEPOSIT_STATUS_CODE1,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13468,DEPOSIT_STATUS_CODE1,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10882,DEPOSIT_STATUS_CODE2,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13469,DEPOSIT_STATUS_CODE2,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10883,DEPOSIT_STATUS_CODE3,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13470,DEPOSIT_STATUS_CODE3,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10884,DEPOSIT_TITLE,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
13471,DEPOSIT_TITLE,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10906,DEPOSITOR_TYPE,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13472,DEPOSITOR_TYPE,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
12917,Des,SCI_MANU 2016-04-11,SI_MANU_ACC_OVERLAY,,0
13144,Des,SCI_MANU 2016-04-11,SI_MANU_DEBT_ISS_OTHER,,0
15018,DES,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
12991,DES,SCI_MANU 2016-04-11,SI_MANU_BASEL_III_TRML_OVERWRI,,0
13011,Des,SCI_MANU 2016-04-11,SI_MANU_BOIMB_ICS_SEC,,0
13033,Des,SCI_MANU 2016-04-11,SI_MANU_BW_SEC,,0
6195,DES_BRANCH,SCI_ALUK 2015-09-21,SI_ALUK_TCDT050,,0
4187,DES_BRANCH,SCI_ALNI 2015-09-21,SI_ALNI_TCDT050,,0
5406,DES_BRANCH,SCI_ALPO 2015-09-21,SI_ALPO_TCDT050,,0
6196,DES_CITY,SCI_ALUK 2015-09-21,SI_ALUK_TCDT050,,0
5407,DES_CITY,SCI_ALPO 2015-09-21,SI_ALPO_TCDT050,,0
4188,DES_CITY,SCI_ALNI 2015-09-21,SI_ALNI_TCDT050,,0
4056,DES_COMPRADR,SCI_ALNI 2015-09-21,SI_ALNI_PEDT003,,0
5275,DES_COMPRADR,SCI_ALPO 2015-09-21,SI_ALPO_PEDT003,,0
6139,DES_COMPRADR,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
5177,DES_COMPRCTY,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
4057,DES_COMPRCTY,SCI_ALNI 2015-09-21,SI_ALNI_PEDT003,,0
3958,DES_COMPRCTY,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
6048,DES_COMPRCTY,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
5276,DES_COMPRCTY,SCI_ALPO 2015-09-21,SI_ALPO_PEDT003,,0
6140,DES_COMPRCTY,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
6182,DES_HOLIDAY,SCI_ALUK 2015-09-21,SI_ALUK_TCDT020,,0
5393,DES_HOLIDAY,SCI_ALPO 2015-09-21,SI_ALPO_TCDT020,,0
4174,DES_HOLIDAY,SCI_ALNI 2015-09-21,SI_ALNI_TCDT020,,0
10842,DESCRIPTION,SCI_CLML 2015-03-18,SI_CLML_SECTORAL_MAPPINGS,,0
12939,DESCRIPTION,SCI_MANU 2016-04-11,SI_MANU_ADJUSTMENTS_TEMPLATE,,0
13074,Description,SCI_MANU 2016-04-11,SI_MANU_CLEARSTREAM,,0
19571,DESCRIPTION,SCI_TRML 2015-07-10 V3,SI_CLML_SECTORAL_MAPPINGS,,0
10625,DESCRIPTION,SCI_CLML 2015-03-18,SI_CLML_CREDIT_MANAGERS,,0
10613,DESCRIPTION,SCI_CLML 2015-03-18,SI_CLML_CREDIT_DEPARTMENTS,,0
19606,DESCRIPTION,SCI_TRML 2015-07-10 V3,SI_CLML_CREDIT_DEPARTMENTS,,0
19610,DESCRIPTION,SCI_TRML 2015-07-10 V3,SI_CLML_CREDIT_MANAGERS,,0
13185,Designaiton,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
17278,Designated Govt Account Indicator,CAL170830 Logical Name,Account Liquidity Deposit Dimension,CHAR,3
19925,Designated Govt Account Indicator,Access Layer,Account Liquidity Deposit Dimension,CHAR,3
22437,Designated Govt Account Indicator,Access Layer,TDS Cash Flow Rolling 65 Day,CHAR,3
22372,Designated Govt Account Indicator,Access Layer,TDS Cash Flow Latest Day,CHAR,3
13933,DESK,SCI_STML 2015-09-16,SI_STML_PROFIT_CENTRES,,0
10687,DF_CLEARING_EXCEPTION,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19475,DF_CLEARING_EXCEPTION,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
10688,DF_DE_MINIMIS_CLASSIFICATION,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19476,DF_DE_MINIMIS_CLASSIFICATION,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
10689,DF_US_PERSON,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19477,DF_US_PERSON,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
10690,DF_WHO_REPORTS,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19478,DF_WHO_REPORTS,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
14182,DICODE,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
14183,DIDAYS,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
14184,DIDESC,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
14949,DIGITAL_PAYOFF,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14185,DIPFRQ,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
14186,DIPMTH,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
13186,Dir_1,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13187,Dir_2,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13188,Dir_3,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13189,Dir_4,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13190,Dir_5,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13102,DIRT,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION,,0
13118,DIRT,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION_BA,,0
10691,DIRT,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19479,DIRT,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
15019,DIRTY_PRICE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
13947,DISCOUNT,SCI_STML 2015-09-16,SI_STML_SD_CURVE_DETAILS,,0
14187,DISDEC,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
14188,DISPFQ,SCI_TRBK 2015-09-16,SI_TRBK_IVIDIS,,0
10795,DISSOLVED_DATE,SCI_CLML 2015-03-18,SI_CLML_INSTITUTIONS,,0
19540,DISSOLVED_DATE,SCI_TRML 2015-07-10 V3,SI_CLML_INSTITUTIONS,,0
13501,DIVIDEND_AMT,SCI_PBDW 2015-09-10,SI_PBDW_BI_TRANSACTIONS,,0
13502,DIVIDEND_COST,SCI_PBDW 2015-09-10,SI_PBDW_BI_TRANSACTIONS,,0
13503,DIVIDEND_COST_BAL,SCI_PBDW 2015-09-10,SI_PBDW_BI_TRANSACTIONS,,0
13422,DIVIDEND_FLAG,SCI_PBDW 2015-09-10,SI_PBDW_BI_POSITIONS,,0
13870,DIVIDER,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
12940,DIVISION,SCI_MANU 2016-04-11,SI_MANU_ADJUSTMENTS_TEMPLATE,,0
10907,DOB,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13473,DOB,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10737,DOC_STATUS,SCI_CLML 2015-03-18,SI_CLML_DOCUMENTS,,0
19617,DOC_STATUS,SCI_TRML 2015-07-10 V3,SI_CLML_DOCUMENTS,,0
10692,DOCUMENT_PROCESSING,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19480,DOCUMENT_PROCESSING,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
16013,DOMN_ROOT_CD,IDL20170908,ELEC_ADRS,VARCHAR,50
28560,DOMN_ROOT_CD,IDL20180116,ELEC_ADRS,VARCHAR,50
10738,DOT_ID,SCI_CLML 2015-03-18,SI_CLML_DOCUMENTS,,0
19618,DOT_ID,SCI_TRML 2015-07-10 V3,SI_CLML_DOCUMENTS,,0
16290,DOW_NAME,IDL20170908,HLDY_CAL_DT,VARCHAR,100
28837,DOW_NAME,IDL20180116,HLDY_CAL_DT,VARCHAR,100
15267,DR_INT_ACRU_AMT,IDL20170908,AGMT_GRP_DLY_METRIC,DECIMAL,23
15190,DR_INT_ACRU_AMT,IDL20170908,AGMT_DLY_METRIC,DECIMAL,23
27736,DR_INT_ACRU_AMT,IDL20180116,AGMT_DLY_METRIC,DECIMAL,23
